27,6,2,0
27,7,3,0
27,8,2,1
27,9,2,0
27,10,3,1
27,11,4,1
27,12,3,1
27,13,2,1
27,14,2,0
27,15,3,1
27,16,4,0
27,17,3,1
27,18,3,1
27,19,4,0
27,20,3,1
28,1,2,1
28,2,3,1
28,3,4,1
28,4,4,0
28,5,4,0
28,6,4,0
28,7,4,0
28,8,3,1
28,9,4,1
28,10,4,0
28,11,4,1
28,12,4,0
28,13,4,1
28,14,4,0
28,15,4,1
28,16,4,1
28,17,4,0
28,18,4,1
28,19,4,1
28,20,3,1
29,1,3,1
29,2,4,1
29,3,3,1
29,4,2,0
29,5,1,1
29,6,1,0
29,7,1,0
29,8,1,0
29,9,2,1
29,10,1,1
29,11,1,0
29,12,2,1
29,13,2,1
29,14,3,1
29,15,3,1
29,16,4,0
29,17,4,0
29,18,4,0
29,19,4,1
29,20,4,1
30,1,2,0
30,2,2,0
30,3,1,0
30,4,1,0
30,5,1,1
30,6,1,1
30,7,1,0
30,8,2,0
30,9,1,1
30,10,1,1
30,11,1,1
30,12,1,0
30,13,2,1
30,14,1,0
30,15,1,0
30,16,2,0
30,17,1,1
30,18,2,0
30,19,3,1
30,20,4,1
31,1,3,0
31,2,4,1
31,3,4,0
31,4,4,0
31,5,4,1
31,6,4,0
31,7,4,0
31,8,3,0
31,9,3,0
31,10,2,1
31,11,1,1
31,12,2,1
31,13,1,1
31,14,1,1
31,15,2,0
31,16,2,0
31,17,2,1
31,18,3,0
31,19,2,1
31,20,2,0
32,1,3,1
32,2,4,1
32,3,3,0
32,4,3,0
32,5,2,0
32,6,2,1
32,7,2,0
32,8,2,0
32,9,1,0
32,10,1,1
32,11,1,0
32,12,2,0
32,13,1,1
32,14,2,0
32,15,3,1
32,16,4,1
32,17,4,1
32,18,3,0
32,19,2,1
32,20,2,0
33,1,3,0
33,2,4,1
33,3,4,1
33,4,4,0
33,5,3,0
33,6,3,1
33,7,3,1
33,8,4,0
33,9,3,0
33,10,4,0
33,11,3,0
33,12,3,0
33,13,4,0
33,14,3,1
33,15,4,0
33,16,4,0
33,17,4,1
33,18,4,1
33,19,4,1
33,20,3,1
34,1,4,0
34,2,3,1
34,3,2,0
34,4,1,1
34,5,2,0
34,6,2,1
34,7,1,0
34,8,1,1
34,9,2,0
34,10,3,0
34,11,4,0
34,12,3,1
34,13,4,0
34,14,3,0
34,15,4,1
34,16,3,0
34,17,3,0
34,18,3,0
34,19,2,0
34,20,1,0
35,1,4,0
35,2,3,0
35,3,2,1
35,4,1,1
35,5,1,0
35,6,1,1
35,7,2,1
35,8,3,1
35,9,4,1
35,10,4,1
35,11,4,1
35,12,4,0
35,13,3,0
35,14,2,0
35,15,3,0
35,16,4,0
35,17,4,1
35,18,4,0
35,19,4,1
35,20,4,0
36,1,2,1
36,2,2,0
36,3,2,0
36,4,2,1
36,5,1,0
36,6,1,0
36,7,1,0
36,8,2,1
36,9,1,0
36,10,1,1
36,11,1,1
36,12,1,1
36,13,1,1
36,14,1,1
36,15,1,0
36,16,1,0
36,17,2,1
36,18,2,1
36,19,2,0
36,20,3,0
37,1,1,1
37,2,1,0
37,3,2,1
37,4,2,1
37,5,2,0
37,6,2,0
37,7,1,1
37,8,2,0
37,9,1,1
37,10,1,1
37,11,1,1
37,12,2,0
37,13,3,0
37,14,3,1
37,15,4,0
37,16,4,1
37,17,4,0
37,18,3,1
37,19,4,1
37,20,3,1
38,1,4,1
38,2,4,0
38,3,4,1
38,4,3,1
38,5,2,0
38,6,2,1
38,7,1,0
38,8,1,1
38,9,2,1
38,10,3,1
38,11,2,0
38,12,3,0
38,13,2,0
38,14,1,0
38,15,1,0
38,16,1,1
38,17,2,0
38,18,1,0
38,19,1,1
38,20,1,1
39,1,1,1
39,2,1,0
39,3,2,0
39,4,3,1
39,5,3,0
39,6,4,0
39,7,3,1
39,8,2,1
39,9,3,1
39,10,4,0
39,11,4,0
39,12,3,0
39,13,2,1
39,14,3,0
39,15,3,0
39,16,4,1
39,17,4,1
39,18,4,0
39,19,3,1
39,20,2,0
40,1,1,1
40,2,1,1
40,3,1,0
40,4,1,1
40,5,1,1
40,6,2,1
40,7,2,1
40,8,1,1
40,9,1,1
40,10,2,0
40,11,3,0
40,12,2,1
40,13,2,1
40,14,2,1
40,15,3,0
40,16,4,1
40,17,3,1
40,18,2,0
40,19,3,1
40,20,3,1
41,1,1,0
41,2,2,1
41,3,1,0
41,4,1,0
41,5,2,1
41,6,1,0
41,7,2,0
41,8,2,0
41,9,3,0
41,10,2,0
41,11,1,1
41,12,2,0
41,13,1,0
41,14,2,0
41,15,2,1
41,16,2,1
41,17,3,1
41,18,4,0
41,19,4,0
41,20,3,1
42,1,4,0
42,2,4,1
42,3,4,1
42,4,3,0
42,5,2,0
42,6,2,0
42,7,3,1
42,8,2,0
42,9,1,0
42,10,1,0
42,11,1,1
42,12,2,1
42,13,1,0
42,14,2,0
42,15,3,0
42,16,2,1
42,17,2,1
42,18,1,0
42,19,1,0
42,20,2,1
43,1,1,1
43,2,1,0
43,3,1,1
43,4,1,0
43,5,1,0
43,6,2,0
43,7,1,0
43,8,2,0
43,9,1,0
43,10,1,0
43,11,1,0
43,12,1,1
43,13,1,0
43,14,1,0
43,15,2,1
43,16,3,1
43,17,2,1
43,18,2,1
43,19,3,0
43,20,2,0
44,1,3,1
44,2,2,0
44,3,1,1
44,4,2,0
44,5,2,1
44,6,2,0
44,7,1,1
44,8,1,0
44,9,2,0
44,10,1,0
44,11,2,0
44,12,3,1
44,13,4,0
44,14,3,1
44,15,2,1
44,16,2,1
44,17,3,1
44,18,3,1
44,19,4,1
44,20,4,0
45,1,4,0
45,2,3,1
45,3,3,1
45,4,4,1
45,5,4,1
45,6,3,0
45,7,2,0
45,8,1,0
45,9,2,0
45,10,1,0
45,11,1,0
45,12,1,0
45,13,1,0
45,14,2,1
45,15,3,0
45,16,2,0
45,17,1,0
45,18,2,0
45,19,1,1
45,20,2,0
46,1,4,0
46,2,4,0
46,3,3,0
46,4,3,0
46,5,2,0
46,6,3,0
46,7,3,0
46,8,2,0
46,9,3,0
46,10,3,1
46,11,3,1
46,12,2,1
46,13,2,1
46,14,1,1
46,15,1,1
46,16,2,0
46,17,2,0
46,18,2,0
46,19,2,0
46,20,3,1
47,1,3,0
47,2,3,0
47,3,2,0
47,4,1,1
47,5,1,0
47,6,1,0
47,7,1,0
47,8,1,0
47,9,1,0
47,10,1,1
47,11,2,1
47,12,1,1
47,13,1,1
47,14,1,1
47,15,1,0
47,16,1,0
47,17,2,1
47,18,1,1
47,19,2,0
47,20,1,0
48,1,4,1
48,2,4,0
48,3,4,0
48,4,3,1
48,5,3,1
48,6,2,1
48,7,3,0
48,8,4,1
48,9,4,1
48,10,3,1
48,11,4,1
48,12,3,0
48,13,2,0
48,14,2,0
48,15,1,1
48,16,1,0
48,17,1,1
48,18,2,0
48,19,3,0
48,20,3,0
49,1,1,0
49,2,2,0
49,3,1,0
49,4,1,1
49,5,2,1
49,6,1,0
49,7,1,1
49,8,1,0
49,9,2,1
49,10,3,0
49,11,2,1
49,12,3,1
49,13,2,0
49,14,3,1
49,15,4,1
49,16,4,1
49,17,4,1
49,18,4,0
49,19,3,0
49,20,2,1
50,1,2,0
50,2,3,0
50,3,4,1
50,4,4,1
50,5,4,1
50,6,3,1
50,7,2,1
50,8,1,0
50,9,1,1
50,10,1,0
50,11,1,1
50,12,1,0
50,13,1,1
50,14,1,0
50,15,1,1
50,16,1,0
50,17,1,0
50,18,1,1
50,19,1,0
50,20,1,0
51,1,3,0
51,2,2,0
51,3,3,0
51,4,3,1
51,5,4,0
51,6,4,0
51,7,3,0
51,8,4,0
51,9,4,0
51,10,3,1
51,11,4,0
51,12,4,0
51,13,3,1
51,14,4,1
51,15,3,1
51,16,4,1
51,17,4,1
51,18,3,0
51,19,4,1
51,20,3,0
52,1,4,0
52,2,4,0
52,3,4,0
52,4,4,0
52,5,4,1
52,6,3,0
52,7,3,1
52,8,3,0
52,9,3,1
52,10,4,1
52,11,4,0
52,12,4,0
52,13,4,1
52,14,4,0
52,15,3,0
52,16,2,1
52,17,2,1
52,18,1,1
52,19,1,0
52,20,2,0
53,1,4,0
53,2,3,1
53,3,3,1
53,4,4,0
53,5,4,1
53,6,4,1
53,7,3,0
53,8,2,1
53,9,1,0
53,10,1,1
53,11,2,0
53,12,1,0
53,13,1,0
53,14,2,0
53,15,1,1
53,16,1,1
53,17,1,1
53,18,2,0
53,19,2,0
53,20,2,1
54,1,2,0
54,2,2,0
54,3,1,0
54,4,2,1
54,5,3,1
54,6,3,1
54,7,4,0
54,8,4,0
54,9,3,1
54,10,2,0
54,11,1,1
54,12,1,0
54,13,1,0
54,14,1,1
54,15,1,0
54,16,1,1
54,17,1,0
54,18,1,0
54,19,1,0
54,20,1,1
55,1,2,0
55,2,1,1
55,3,1,1
55,4,2,1
55,5,2,0
55,6,1,1
55,7,1,1
55,8,2,0
55,9,1,0
55,10,1,1
55,11,1,1
55,12,1,1
55,13,1,0
55,14,1,0
55,15,1,0
55,16,2,1
55,17,3,1
55,18,4,1
55,19,4,1
55,20,4,1
56,1,1,1
56,2,1,1
56,3,1,1
56,4,1,0
56,5,1,0
56,6,2,0
56,7,2,0
56,8,1,1
56,9,1,1
56,10,2,1
56,11,1,1
56,12,2,1
56,13,1,1
56,14,2,0
56,15,1,0
56,16,1,0
56,17,1,1
56,18,2,1
56,19,3,1
56,20,3,1
57,1,3,0
57,2,4,1
57,3,3,0
57,4,2,1
57,5,2,0
57,6,1,0
57,7,1,0
57,8,1,0
57,9,2,0
57,10,3,0
57,11,2,0
57,12,1,0
57,13,2,1
57,14,1,1
57,15,2,1
57,16,2,0
57,17,1,0
57,18,2,1
57,19,3,0
57,20,3,1
58,1,2,1
58,2,3,1
58,3,2,0
58,4,1,1
58,5,1,1
58,6,2,0
58,7,2,1
58,8,3,0
58,9,2,1
58,10,3,0
58,11,4,0
58,12,4,1
58,13,4,0
58,14,4,0
58,15,4,0
58,16,3,0
58,17,4,0
58,18,4,1
58,19,4,1
58,20,4,1
59,1,2,0
59,2,3,1
59,3,3,1
59,4,4,0
59,5,3,1
59,6,3,0
59,7,2,1
59,8,2,1
59,9,2,0
59,10,1,0
59,11,2,1
59,12,2,1
59,13,3,1
59,14,4,1
59,15,4,1
59,16,4,0
59,17,4,0
59,18,3,1
59,19,3,1
59,20,4,1
60,1,3,1
60,2,3,1
60,3,2,0
60,4,1,0
60,5,1,0
60,6,1,1
60,7,1,1
60,8,1,1
60,9,2,0
60,10,3,1
60,11,2,0
60,12,3,1
60,13,4,1
60,14,4,0
60,15,4,0
60,16,4,0
60,17,4,1
60,18,3,0
60,19,4,1
60,20,3,0
61,1,3,0
61,2,4,1
61,3,4,1
61,4,3,0
61,5,2,0
61,6,3,0
61,7,4,1
61,8,4,1
61,9,4,0
61,10,4,1
61,11,4,1
61,12,4,0
61,13,3,1
61,14,3,1
61,15,3,0
61,16,3,0
61,17,2,1
61,18,2,0
61,19,3,0
61,20,2,0
62,1,1,0
62,2,2,1
62,3,3,1
62,4,2,0
62,5,1,0
62,6,2,0
62,7,2,1
62,8,3,1
62,9,2,1
62,10,3,1
62,11,4,1
62,12,3,0
62,13,2,0
62,14,2,1
62,15,3,1
62,16,3,1
62,17,3,0
62,18,3,0
62,19,3,0
62,20,2,1
63,1,4,1
63,2,4,0
63,3,4,0
63,4,4,0
63,5,4,1
63,6,4,0
63,7,4,1
63,8,4,0
63,9,4,0
63,10,4,0
63,11,3,0
63,12,3,1
63,13,4,0
63,14,3,1
63,15,4,0
63,16,4,1
63,17,4,1
63,18,4,0
63,19,3,0
63,20,2,0
64,1,1,0
64,2,1,0
64,3,1,0
64,4,1,1
64,5,2,0
64,6,1,0
64,7,2,1
64,8,2,1
64,9,3,1
64,10,4,0
64,11,4,0
64,12,3,1
64,13,2,0
64,14,2,0
64,15,2,0
64,16,1,0
64,17,2,0
64,18,1,0
64,19,1,1
64,20,1,1
65,1,2,0
65,2,2,0
65,3,1,0
65,4,1,1
65,5,1,0
65,6,1,1
65,7,1,1
65,8,2,1
65,9,1,1
65,10,1,0
65,11,1,1
65,12,1,0
65,13,2,0
65,14,3,0
65,15,3,1
65,16,4,1
65,17,4,0
65,18,3,0
65,19,4,1
65,20,4,1
66,1,4,1
66,2,4,0
66,3,3,1
66,4,3,1
66,5,2,1
66,6,1,1
66,7,2,1
66,8,2,0
66,9,3,1
66,10,2,1
66,11,2,1
66,12,3,0
66,13,3,0
66,14,3,0
66,15,3,0
66,16,4,1
66,17,3,0
66,18,3,0
66,19,3,1
66,20,3,1
67,1,1,0
67,2,1,1
67,3,1,0
67,4,1,1
67,5,1,1
67,6,2,1
67,7,2,1
67,8,1,1
67,9,1,1
67,10,1,0
67,11,1,0
67,12,2,1
67,13,3,0
67,14,4,1
67,15,4,0
67,16,4,0
67,17,3,1
67,18,4,1
67,19,3,1
67,20,3,0
68,1,4,0
68,2,4,1
68,3,3,0
68,4,2,0
68,5,3,0
68,6,2,1
68,7,2,1
68,8,1,0
68,9,1,0
68,10,1,1
68,11,1,0
68,12,1,1
68,13,1,1
68,14,1,1
68,15,2,1
68,16,1,1
68,17,1,0
68,18,1,0
68,19,1,0
68,20,1,1
69,1,2,0
69,2,2,0
69,3,1,1
69,4,2,0
69,5,2,0
69,6,1,0
69,7,1,1
69,8,2,0
69,9,2,1
69,10,2,0
69,11,1,0
69,12,1,0
69,13,1,1
69,14,1,1
69,15,1,0
69,16,1,0
69,17,1,0
69,18,2,1
69,19,3,1
69,20,3,0
70,1,3,0
70,2,2,1
70,3,3,0
70,4,2,1
70,5,1,1
70,6,2,1
70,7,2,0
70,8,3,0
70,9,3,1
70,10,3,0
70,11,2,0
70,12,2,0
70,13,2,1
70,14,2,1
70,15,2,1
70,16,2,0
70,17,2,0
70,18,2,1
70,19,2,1
70,20,2,1
71,1,4,0
71,2,4,1
71,3,4,1
71,4,4,1
71,5,4,0
71,6,4,1
71,7,3,0
71,8,2,0
71,9,2,1
71,10,3,0
71,11,4,1
71,12,3,1
71,13,3,1
71,14,2,1
71,15,1,1
71,16,1,1
71,17,1,0
71,18,1,0
71,19,2,0
71,20,1,0
72,1,2,0
72,2,1,0
72,3,1,0
72,4,1,1
72,5,1,1
72,6,2,1
72,7,2,0
72,8,2,0
72,9,2,0
72,10,1,0
72,11,1,0
72,12,2,1
72,13,3,1
72,14,4,1
72,15,4,1
72,16,4,0
72,17,3,1
72,18,2,0
72,19,2,0
72,20,1,0
73,1,3,1
73,2,4,1
73,3,4,0
73,4,3,1
73,5,2,1
73,6,2,0
73,7,3,0
73,8,2,1
73,9,1,0
73,10,2,0
73,11,2,0
73,12,2,0
73,13,2,1
73,14,1,0
73,15,1,0
73,16,1,1
73,17,1,1
73,18,1,0
73,19,1,0
73,20,1,1
74,1,2,0
74,2,2,1
74,3,2,0
74,4,1,1
74,5,2,0
74,6,3,0
74,7,3,1
74,8,4,0
74,9,4,0
74,10,4,1
74,11,3,0
74,12,2,0
74,13,3,1
74,14,4,1
74,15,3,1
74,16,2,0
74,17,3,1
74,18,4,1
74,19,4,1
74,20,4,0
75,1,3,0
75,2,4,0
75,3,3,1
75,4,3,0
75,5,4,1
75,6,4,1
75,7,3,1
75,8,4,1
75,9,3,1
75,10,3,1
75,11,4,0
75,12,4,0
75,13,3,0
75,14,4,0
75,15,3,1
75,16,2,0
75,17,2,0
75,18,1,1
75,19,1,1
75,20,1,1
76,1,3,0
76,2,2,0
76,3,1,0
76,4,1,0
76,5,2,1
76,6,3,0
76,7,3,0
76,8,4,1
76,9,4,0
76,10,4,0
76,11,4,0
76,12,4,0
76,13,4,1
76,14,4,0
76,15,3,1
76,16,3,0
76,17,2,0
76,18,2,0
76,19,2,0
76,20,1,1
77,1,1,0
77,2,1,1
77,3,2,0
77,4,2,0
77,5,2,1
77,6,3,1
77,7,2,0
77,8,3,1
77,9,2,1
77,10,3,1
77,11,4,0
77,12,4,1
77,13,4,0
77,14,4,0
77,15,4,1
77,16,4,0
77,17,4,1
77,18,4,1
77,19,3,0
77,20,3,0
78,1,2,1
78,2,2,0
78,3,3,1
78,4,4,1
78,5,4,1
78,6,4,0
78,7,3,0
78,8,2,1
78,9,3,1
78,10,4,0
78,11,3,0
78,12,2,1
78,13,3,0
78,14,2,1
78,15,3,1
78,16,3,0
78,17,4,1
78,18,4,0
78,19,3,0
78,20,4,0
79,1,4,0
79,2,4,0
79,3,4,0
79,4,4,1
79,5,4,1
79,6,4,0
79,7,4,1
79,8,4,1
79,9,4,0
79,10,4,0
79,11,4,1
79,12,3,0
79,13,3,1
79,14,3,1
79,15,3,0
79,16,2,1
79,17,3,1
79,18,3,1
79,19,4,1
79,20,4,1
80,1,4,1
80,2,4,0
80,3,4,0
80,4,3,1
80,5,2,0
80,6,1,0
80,7,2,0
80,8,1,0
80,9,2,0
80,10,2,0
80,11,2,0
80,12,1,1
80,13,1,0
80,14,2,0
80,15,2,1
80,16,2,1
80,17,1,0
80,18,2,0
80,19,2,1
80,20,1,1
81,1,1,0
81,2,1,0
81,3,1,1
81,4,1,0
81,5,1,0
81,6,2,1
81,7,3,1
81,8,4,0
81,9,4,0
81,10,4,1
81,11,3,1
81,12,3,1
81,13,3,1
81,14,2,1
81,15,3,1
81,16,2,0
81,17,3,0
81,18,3,1
81,19,3,1
81,20,2,0
82,1,3,0
82,2,3,0
82,3,4,1
82,4,4,1
82,5,4,0
82,6,3,1
82,7,3,0
82,8,4,0
82,9,4,0
82,10,4,0
82,11,3,0
82,12,3,0
82,13,3,0
82,14,3,0
82,15,2,1
82,16,2,1
82,17,2,1
82,18,2,1
82,19,2,1
82,20,2,0
83,1,3,1
83,2,3,0
83,3,4,0
83,4,4,0
83,5,4,0
83,6,4,0
83,7,4,0
83,8,4,0
83,9,4,0
83,10,3,1
83,11,3,1
83,12,2,1
83,13,3,1
83,14,4,0
83,15,4,0
83,16,3,0
83,17,3,1
83,18,2,1
83,19,1,1
83,20,1,1
84,1,3,0
84,2,3,0
84,3,4,0
84,4,4,0
84,5,3,0
84,6,2,0
84,7,1,0
84,8,1,1
84,9,2,0
84,10,2,0
84,11,3,1
84,12,3,0
84,13,2,0
84,14,1,0
84,15,1,0
84,16,2,1
84,17,3,1
84,18,4,1
84,19,4,1
84,20,3,0
85,1,2,1
85,2,1,1
85,3,1,0
85,4,1,1
85,5,1,0
85,6,1,0
85,7,1,0
85,8,1,0
85,9,1,0
85,10,1,0
85,11,1,1
85,12,2,0
85,13,2,1
85,14,3,1
85,15,4,0
85,16,4,0
85,17,4,1
85,18,4,1
85,19,4,0
85,20,4,1
86,1,1,1
86,2,1,1
86,3,1,1
86,4,1,1
86,5,1,1
86,6,1,1
86,7,1,0
86,8,1,1
86,9,1,0
86,10,1,0
86,11,2,0
86,12,2,1
86,13,3,1
86,14,4,1
86,15,3,1
86,16,4,0
86,17,4,1
86,18,4,1
86,19,4,1
86,20,4,0
87,1,3,1
87,2,4,1
87,3,4,1
87,4,3,1
87,5,3,1
87,6,3,1
87,7,3,1
87,8,2,1
87,9,1,0
87,10,1,0
87,11,1,0
87,12,1,0
87,13,1,0
87,14,2,0
87,15,1,1
87,16,2,0
87,17,3,0
87,18,2,1
87,19,3,0
87,20,4,1
88,1,4,1
88,2,4,1
88,3,3,1
88,4,4,1
88,5,3,0
88,6,3,0
88,7,3,1
88,8,2,1
88,9,1,0
88,10,1,0
