 5,"19:30:00","2005-10-27",20
 8,"13:00:00","2005-10-28",20
 8,"20:00:00","2005-10-29",20
 8,"13:00:00","2005-10-30",20
 8,"13:00:00","2005-10-31",20
 7,"13:00:00","2005-11-01",20
 8,"20:30:00","2005-11-02",20
 7,"13:00:00","2005-11-03",20
 8,"19:00:00","2005-11-04",20
 8,"19:30:00","2005-11-05",20
 8,"13:00:00","2005-11-06",20
 9,"13:00:00","2005-11-07",20
 9,"20:30:00","2005-11-08",20
 8,"19:30:00","2005-11-09",20
 9,"13:00:00","2005-11-10",20
 9,"19:00:00","2005-11-11",20
 7,"20:00:00","2005-11-12",20
 9,"20:30:00","2005-11-13",20
 8,"20:30:00","2005-11-14",20
 7,"19:30:00","2005-11-15",20
 7,"19:00:00","2005-11-16",20
 8,"13:00:00","2005-11-17",20
 8,"13:00:00","2005-11-18",20
 9,"13:00:00","2005-11-19",20
 8,"19:00:00","2005-11-20",20
 9,"13:00:00","2005-11-21",20
 7,"20:00:00","2005-11-22",20
 9,"20:00:00","2005-11-23",20
 9,"13:00:00","2005-11-24",20
 7,"20:30:00","2005-11-25",20
 9,"19:00:00","2005-11-26",20
 9,"20:00:00","2005-11-27",20
 7,"13:00:00","2005-11-28",20
 9,"20:00:00","2005-11-29",20
 9,"13:00:00","2005-11-30",20
 7,"20:00:00","2005-12-01",20
 9,"20:00:00","2005-12-02",20
 9,"19:00:00","2005-12-03",20
 9,"20:30:00","2005-12-04",20
 9,"13:00:00","2005-12-05",20
 7,"20:00:00","2005-12-06",20
 7,"20:00:00","2005-12-07",20
 7,"19:00:00","2005-12-08",20
 9,"20:00:00","2005-12-09",20
 7,"19:30:00","2005-12-10",20
 9,"19:30:00","2005-12-11",20
 7,"20:30:00","2005-12-12",20
 9,"20:30:00","2005-12-13",20
 9,"13:00:00","2005-12-14",20
 9,"13:00:00","2005-12-15",20
 7,"20:00:00","2005-12-16",20
 9,"20:00:00","2005-12-17",20
 7,"13:00:00","2005-12-18",20
 7,"20:30:00","2005-12-19",20
 9,"20:30:00","2005-12-20",20
 7,"19:30:00","2005-12-21",20
 7,"20:00:00","2005-12-22",20
 7,"20:30:00","2005-12-23",20
 7,"13:00:00","2005-12-24",20
 9,"19:30:00","2005-12-25",20
 9,"13:00:00","2005-12-26",20
 9,"20:30:00","2005-12-27",20
 9,"13:00:00","2005-12-28",20
 7,"13:00:00","2005-12-29",20
 9,"20:30:00","2005-12-30",20
 9,"13:00:00","2005-12-31",20
